anyo,fecha_exportacion,evaluacion,alumno,ensenanza,curso,contenido,bloque_contenido,nota_numerica,tipo_nota,observacion,capacidades_inf,medidas_inf,borrar,sobreescribir
2021,19/10/2023 16:17:54,FI,5b1e3cf414d92aec719778d129fed4f5d982b9d7dc74d9293e22ab04a4f341c6,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,5b1e3cf414d92aec719778d129fed4f5d982b9d7dc74d9293e22ab04a4f341c6,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,5b1e3cf414d92aec719778d129fed4f5d982b9d7dc74d9293e22ab04a4f341c6,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,5b1e3cf414d92aec719778d129fed4f5d982b9d7dc74d9293e22ab04a4f341c6,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,449e6d1ec781707905227e6f39677a3713219e15b6da4292641142f2d287a7a5,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,403b11b477b659ec7ce43f23091b0d4bee0b33416aea269ac6d96adf8e10f953,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,403b11b477b659ec7ce43f23091b0d4bee0b33416aea269ac6d96adf8e10f953,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,403b11b477b659ec7ce43f23091b0d4bee0b33416aea269ac6d96adf8e10f953,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,403b11b477b659ec7ce43f23091b0d4bee0b33416aea269ac6d96adf8e10f953,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028001, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,7d6ac4a23c1b9ecc630ade26058b9214a9e65d472df8cd326a79a8295a0f142b,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028100, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,ce222c357a86e115f65f49b8e47143537fb92dff3ec9ddde80f8763d78bbd12c,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,F2,3830a8459d31df1fda9139045682b858f582b9d391f961d2b96c5a9a7a9b76dd,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F2,0d2d55f0d5a792503a45777ad781eaeb58ceb91000ca14f8a33daa9304566224,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,5de37177c3d6a9607a3781b7f6f628e6690ab48522640dd72231d88d19a56b05,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,352a841960b9c114a08a075a35cb2d48f7f4ef6ea595e2be0b86333672f74fcc,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,666a0947659a7ca43e04571e2d0f469009bb7a3e1c8284966fa27710d8a53d93,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,e1e0ec39a491248ea241ed08f39f0eaeb947f749b44f1324143407ffd9ea3361,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,5f01e7729d840e8ec380b947a14c5469f6295062c963d030f29059622adf4132,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,b40c344a889083f5110bcbf7130ffd0e20b84ba738c108336307cdffb07ba643,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,ca34d1ae0ed4aebd1f961e651b45b628957b504a26153f6c94badfc36fdef4fb,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F3,687083f5fe1d045eb96f735015d550511d1ccae31c919ccbacc84d674ccb9253,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,5c83aab4878bc2db0b26bf52e1dbc027d7c2c57521a3c5b488dd88577c7e41a5,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,81e8137d853896bec1c17e852231ff41b9cdc5e88aca32dedb7445e269ff5365,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,53202f506f928a0ea223446bd29c84dbc17a81397760099d30601f849447120e,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,4f41ed8bfc0a6aea57b5bbfb641048db77d5c0315713ac68ee5431b1f45fff9d,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,9caa33d75ff9642186d30ae560b79864977c0540b99ccb33f0aa537fbbf0964f,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,2bbe58cb291a4778ffde94a56b0bbfae53fdaa4cfd40ee0c90da3075c2639835,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,4441351e2fc0fe481e144d39f96586b266973d4d8635ffd7255a73f385d02043,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,01cc916d0d2c20b2475a860dd9ebbad08a58a3faeeb6b63324b426859837e688,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,4fcc4f82ea8087bce2a19255a18177914eea9085d821a95c3fecc917d0f688ec,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F4,db8419e1df5b62eed83ff1ddc3acff99b4afd4a9dc0e4f854ed7fb40868af030,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,5de1159c759afd79b9c46e81dfee8e006cc463d53eee6c7967041470b56ffbba,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,9ec689b221920f14afde71517873ef241ee653a0cfc8269b2ac0f458fc337032,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,eab36cdd1b53e5e0a8a95fdbfd5b6870276a383ae0f9daf1e6fdf889180fa92e,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,c55f5c1c8912ef01368f0dcebec9542f3b8bc8c6a6a18863d8c79f50c5cfe02d,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,27a9ffe8ea13c373bf9a436ec11c8d74c494d824de5b5e63cf0bab4130ed9529,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,8a2a1baa8baf76ef0cdf085e76f6e87efad30e68b2ffd8c3815d057324bf5061,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,cb55c3a698781292e8cc38ef806ce27b0fb404ed4380e6386b5626d9df64d007,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,42bfce02402d878eca3b65ba90bc194bb0eeefad1a66b08ed815e805dd4f4b4e,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,761c61819db998e662e47abe79ac0054996e4aa62bde13ed0fa7473e699e201f,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,50960070155b35875eaf5b6f7c55c41171b232adadf8b7950bede5348c8c5ca5,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,43ee87d3d4779a830f1ffb588d030b0dd000a033eaf4e2b1e7e03126809771ee,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,4d719ce19c3ae38ec3172e7cba564fc62b6336d2f2753c949c6f33128d8d7fcf,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,592cf1e2132e81f0f8df049fb2b6343119eb7683bc72714c7379cff3bc63ebb8,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,776cdeb60f4034e5a101afeb8bfc9c31038986eabeab6579f8004c42e8475c96,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,dea29b3f2219c8fd87b9ecf3a29bba312d8c260233eaad884881b3b6d29a2c2c,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,2017ad9f40b4e32ec52b37f4213c3a54614a9052dc6eee1dfd9d5fb45e40e04f,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,eecfbabd7053271b151c4d605a5cb26921afb67b2a76a002136f820fe2be6674,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,9fe63b530781365a68f23d1fb7dd901bdcda83b2d3547387fcccf9736d731541,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,b034ad75ba5e7c9bdcfc0d2ef8649d139082a18a956b8e0376e4bc4a04e928e6,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,F5,12fc28f0c92c3ba5af26f71a65624adaacd68bca21497f635412fbb840cc8e12,5,2712312853,028601, ,0,212965884, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,01,66c0743f979ea9434c54fe2fee84af0c6fbb6e0b2d0d8aee85065e909e4b7281,5,2712312775,CV0003, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,66c0743f979ea9434c54fe2fee84af0c6fbb6e0b2d0d8aee85065e909e4b7281,5,2712312775,1376, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,66c0743f979ea9434c54fe2fee84af0c6fbb6e0b2d0d8aee85065e909e4b7281,5,2712312775,1369, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,66c0743f979ea9434c54fe2fee84af0c6fbb6e0b2d0d8aee85065e909e4b7281,5,2712312775,1368, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,66c0743f979ea9434c54fe2fee84af0c6fbb6e0b2d0d8aee85065e909e4b7281,5,2712312775,1367, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,66c0743f979ea9434c54fe2fee84af0c6fbb6e0b2d0d8aee85065e909e4b7281,5,2712312775,1370, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,fd9d80f96b09ef502acc450490a21c95108571251baa7219384e706f4d3543c6,5,2712312775,CV0003, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,fd9d80f96b09ef502acc450490a21c95108571251baa7219384e706f4d3543c6,5,2712312775,1376, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,fd9d80f96b09ef502acc450490a21c95108571251baa7219384e706f4d3543c6,5,2712312775,1369, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,fd9d80f96b09ef502acc450490a21c95108571251baa7219384e706f4d3543c6,5,2712312775,1368, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,fd9d80f96b09ef502acc450490a21c95108571251baa7219384e706f4d3543c6,5,2712312775,1367, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,fd9d80f96b09ef502acc450490a21c95108571251baa7219384e706f4d3543c6,5,2712312775,1370, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,4f10f41d5624aa09288683b62361b7d43245f080f21eee019f7f20d94349010b,5,2712312775,CV0003, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4f10f41d5624aa09288683b62361b7d43245f080f21eee019f7f20d94349010b,5,2712312775,1376, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4f10f41d5624aa09288683b62361b7d43245f080f21eee019f7f20d94349010b,5,2712312775,1369, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4f10f41d5624aa09288683b62361b7d43245f080f21eee019f7f20d94349010b,5,2712312775,1368, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4f10f41d5624aa09288683b62361b7d43245f080f21eee019f7f20d94349010b,5,2712312775,1367, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,4f10f41d5624aa09288683b62361b7d43245f080f21eee019f7f20d94349010b,5,2712312775,1370, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,3def4660f95a4932576162ce1cc976a1cced4a1a2b7635420763abf1912e42b3,5,2712312775,CV0003, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,3def4660f95a4932576162ce1cc976a1cced4a1a2b7635420763abf1912e42b3,5,2712312775,1369, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,3def4660f95a4932576162ce1cc976a1cced4a1a2b7635420763abf1912e42b3,5,2712312775,1368, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,3def4660f95a4932576162ce1cc976a1cced4a1a2b7635420763abf1912e42b3,5,2712312775,1367, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,3def4660f95a4932576162ce1cc976a1cced4a1a2b7635420763abf1912e42b3,5,2712312775,1370, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,f676595708694de877f4b5f36c6bc7e2c74a209b995a37fc20d77c7deeb7a557,5,2712312775,CV0003, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,f676595708694de877f4b5f36c6bc7e2c74a209b995a37fc20d77c7deeb7a557,5,2712312775,1376, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,f676595708694de877f4b5f36c6bc7e2c74a209b995a37fc20d77c7deeb7a557,5,2712312775,1369, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,f676595708694de877f4b5f36c6bc7e2c74a209b995a37fc20d77c7deeb7a557,5,2712312775,1368, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,f676595708694de877f4b5f36c6bc7e2c74a209b995a37fc20d77c7deeb7a557,5,2712312775,1367, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,f676595708694de877f4b5f36c6bc7e2c74a209b995a37fc20d77c7deeb7a557,5,2712312775,1370, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,21ad57216cb9a90f8e84b463999c4f1e025d5695436ca9799bb25e664b1f3ef2,5,2712312775,CV0003, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,21ad57216cb9a90f8e84b463999c4f1e025d5695436ca9799bb25e664b1f3ef2,5,2712312775,1376, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,21ad57216cb9a90f8e84b463999c4f1e025d5695436ca9799bb25e664b1f3ef2,5,2712312775,1369, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,21ad57216cb9a90f8e84b463999c4f1e025d5695436ca9799bb25e664b1f3ef2,5,2712312775,1368, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,21ad57216cb9a90f8e84b463999c4f1e025d5695436ca9799bb25e664b1f3ef2,5,2712312775,1367, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,21ad57216cb9a90f8e84b463999c4f1e025d5695436ca9799bb25e664b1f3ef2,5,2712312775,1370, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,6fc3ae327978ec8a08217979ee5fe6682657b64d060191e5e84b8121c0023fef,5,2712312775,CV0003, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,6fc3ae327978ec8a08217979ee5fe6682657b64d060191e5e84b8121c0023fef,5,2712312775,1369, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,6fc3ae327978ec8a08217979ee5fe6682657b64d060191e5e84b8121c0023fef,5,2712312775,1368, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,6fc3ae327978ec8a08217979ee5fe6682657b64d060191e5e84b8121c0023fef,5,2712312775,1367, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,6fc3ae327978ec8a08217979ee5fe6682657b64d060191e5e84b8121c0023fef,5,2712312775,1370, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,fc3e627afbe69c69c4943916eef7fc9ead497e1e09e5b383dbbf703f010be25a,5,2712312775,CV0003, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,fc3e627afbe69c69c4943916eef7fc9ead497e1e09e5b383dbbf703f010be25a,5,2712312775,1376, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,fc3e627afbe69c69c4943916eef7fc9ead497e1e09e5b383dbbf703f010be25a,5,2712312775,1369, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,fc3e627afbe69c69c4943916eef7fc9ead497e1e09e5b383dbbf703f010be25a,5,2712312775,1368, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,fc3e627afbe69c69c4943916eef7fc9ead497e1e09e5b383dbbf703f010be25a,5,2712312775,1367, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,fc3e627afbe69c69c4943916eef7fc9ead497e1e09e5b383dbbf703f010be25a,5,2712312775,1370, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,c8e32b143b04d32f94c77488f39397a88edd3f9a14b57e590a95d6c12bb7d3c2,5,2712312775,1368, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,c8e32b143b04d32f94c77488f39397a88edd3f9a14b57e590a95d6c12bb7d3c2,5,2712312775,1369, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,d33e20279941c72ee197d68e7c0c5375d4a1b4645419d1fa437072aa903bef87,5,2712312775,CV0003, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,d33e20279941c72ee197d68e7c0c5375d4a1b4645419d1fa437072aa903bef87,5,2712312775,1376, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,d33e20279941c72ee197d68e7c0c5375d4a1b4645419d1fa437072aa903bef87,5,2712312775,1369, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,d33e20279941c72ee197d68e7c0c5375d4a1b4645419d1fa437072aa903bef87,5,2712312775,1368, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,d33e20279941c72ee197d68e7c0c5375d4a1b4645419d1fa437072aa903bef87,5,2712312775,1367, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,d33e20279941c72ee197d68e7c0c5375d4a1b4645419d1fa437072aa903bef87,5,2712312775,1370, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,f824586e36d541196999a6c3dddb6a9ecd993c3bf5c44db7ac44fa62dda4eeb8,5,2712312775,1370, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,f824586e36d541196999a6c3dddb6a9ecd993c3bf5c44db7ac44fa62dda4eeb8,5,2712312775,1368, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,6109eb82537f9f5cb425d0d7c39317867061c9d8d3c5f0e63d7db182f8f3796b,5,2712312775,CV0003, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,6109eb82537f9f5cb425d0d7c39317867061c9d8d3c5f0e63d7db182f8f3796b,5,2712312775,1376, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,6109eb82537f9f5cb425d0d7c39317867061c9d8d3c5f0e63d7db182f8f3796b,5,2712312775,1369, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,6109eb82537f9f5cb425d0d7c39317867061c9d8d3c5f0e63d7db182f8f3796b,5,2712312775,1368, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,6109eb82537f9f5cb425d0d7c39317867061c9d8d3c5f0e63d7db182f8f3796b,5,2712312775,1367, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,6109eb82537f9f5cb425d0d7c39317867061c9d8d3c5f0e63d7db182f8f3796b,5,2712312775,1370, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,14979b2cf7eba1928bb37102f011f33a65bd0912bab96dbfca94ed575b2a6113,5,2712312775,CV0003, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,14979b2cf7eba1928bb37102f011f33a65bd0912bab96dbfca94ed575b2a6113,5,2712312775,1369, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,14979b2cf7eba1928bb37102f011f33a65bd0912bab96dbfca94ed575b2a6113,5,2712312775,1368, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,14979b2cf7eba1928bb37102f011f33a65bd0912bab96dbfca94ed575b2a6113,5,2712312775,1367, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,01,14979b2cf7eba1928bb37102f011f33a65bd0912bab96dbfca94ed575b2a6113,5,2712312775,1370, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,01,2b0ae7dd94ec14eda90927615f0600f2002d7cfc577b7af547840477ba0b5510,5,2712312775,CV0003, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,2b0ae7dd94ec14eda90927615f0600f2002d7cfc577b7af547840477ba0b5510,5,2712312775,1376, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,01,2b0ae7dd94ec14eda90927615f0600f2002d7cfc577b7af547840477ba0b5510,5,2712312775,1369, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,2b0ae7dd94ec14eda90927615f0600f2002d7cfc577b7af547840477ba0b5510,5,2712312775,1368, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,2b0ae7dd94ec14eda90927615f0600f2002d7cfc577b7af547840477ba0b5510,5,2712312775,1367, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,2b0ae7dd94ec14eda90927615f0600f2002d7cfc577b7af547840477ba0b5510,5,2712312775,1370, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,01,98de5853428676097bddf8578a197b257d4ff5785db5042ad22d45d376150db2,5,2712312775,CV0003, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,98de5853428676097bddf8578a197b257d4ff5785db5042ad22d45d376150db2,5,2712312775,1376, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,98de5853428676097bddf8578a197b257d4ff5785db5042ad22d45d376150db2,5,2712312775,1369, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,98de5853428676097bddf8578a197b257d4ff5785db5042ad22d45d376150db2,5,2712312775,1368, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,01,98de5853428676097bddf8578a197b257d4ff5785db5042ad22d45d376150db2,5,2712312775,1367, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,98de5853428676097bddf8578a197b257d4ff5785db5042ad22d45d376150db2,5,2712312775,1370, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,01,5995a261e567ee7ba06a146b102c47a6600924ca9a13bec3511434ac30de94af,5,2712312775,1368, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,01,5995a261e567ee7ba06a146b102c47a6600924ca9a13bec3511434ac30de94af,5,2712312775,1369, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,01,f893b8a2664f48d787ca9d1312092a13e5774080b54e8be44ed29bbe5b6f7ecf,5,2712312775,CV0003, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,01,f893b8a2664f48d787ca9d1312092a13e5774080b54e8be44ed29bbe5b6f7ecf,5,2712312775,1376, ,9,146988217, , , ,N,N
